Paragraph,True lang,Predicted lang
ಮಂಡಕ್ಕಿ ತಯಾರಿಕೆಗೆ ದಾವಣಗೆರೆ ಬಿಟ್ಟರೆ ಕೊಪ್ಪಳ ಹೆಸರುವಾಸಿ. ಅದರಲ್ಲೂ ಕೊಪ್ಪಳದ ಮಂಡಕ್ಕಿಗೆ (ಮಂಡಾಳು) ವಿಶೇಷ ಬೇಡಿಕೆ. ಬಟ್ಟಿಯಲ್ಲಿ ಹುರಿದು ತಯಾರಿಸುತ್ತಿದ್ದ ಮಂಡಕ್ಕಿಗೆ ಈಗ ಆಧುನಿಕ ಸ್ಪರ್ಶ ಬಂದಿದೆ.,kan,tcy
琉球向中國出口日本其白銀、漆器、刀劍、屏風共蒲扇，將中國其中藥、瓷器、絲綢、銅錢賣遘日本共朝鮮，復將東南亞、印度共阿拉伯國家其犀牛角、蘇木、香料、錫、糖、象牙等等其乇賣去中國、日本共朝鮮。琉球著許辰候趁轉口貿易裏勢趁野価錢，乞儂號做「萬國津樑」，意思是幾乎所有卜想做對外貿易生意其儂都會由伊嚽塊行。,cdo,hak
"Nuklearna fuzija lahkih elemenata oslobađa energiju koja uzrokuje sjaj zvijezda i eksploziju hidrogenske bombe. Nuklearna fuzija težih elemenata (apsorpcija energije) javlja se pri ekstremnim uslovima visoke energije ili pri eksploziji supernove. Nuklearna fuzija kod zvijezda i supernovi je glavni proces kojim se stvaraju novi prirodni elementi. Ova reakcija se koristi kod dobijanja fuzione energije. Potrebna je znatna energija da bi se izazvala nuklearna fuzija, čak i kod elemenata koji imaju najmanju masu, kao što je vodik. Fuzijom lakših jezgra stvara se teže jezgro i slobodan neutron, obično se oslobađa više energije nego što je potrebno da bi se jezgra spojila. To je jedan egzoterman proces koji može stvoriti samoodržive reakcije. Energija koja se oslobađa u većini nuklearnih reakcija je mnogo veća od energije hemijskih reakcija, zato što je energija veze koja drži nukleone u jezgru zajedno mnogo puta veća od energije koja drži elektrone oko jezgra atoma. Naprimjer, ionizacijska energija koja se dobija dodavanjem elektrona jezgru atoma vodika je 13,6 elektron volti, manje od milionitog dijela od 17 MeV energije koja se oslobađa u D-T (deuterij-tricij) reakcijama. Glavne faze ciklusa nuklearne fuzije kod zvijezda razradio je naučnik Hans Bethe.",bos,hrv
"Michael Sletcher, 'Montréal', in James Ciment, ed., Colonial America: An Encyclopedia of Social, Political, Cultural, and Economic History, (5 vols., N.Y., 2005).",lao,rue
"Джавані Анджэла дэ Медычы паходзіў з бакавой, збяднелай галіны роду Медычы. Нарадзіўся 31 сакавіка 1499 г. у Мілане. Быў сынам натарыуса. Прысвяціў сябе медыцыне і юрыспрудэнцыі.",bel,be-tarask
"Partant inte lôr ricercje di un diu i sintoiscj, basant lis propriis crodincis su la mitologjie, a stramudarin un sempliç om, l'imperadôr, intun diu.",fur,roh
"Atkins, Anna. Pukovnik. Priča o pomodnu životu. Autorice »Pogibelji mode«. (The Colonel. A story of fashionable life. By the author of ""The perils of fashion.""). London: Hurst & Blackett, 1853.",hbs,slv
棲息地破壞、外來物種入侵，亦影響原生動物，其中福壽螺、美國螯蝦、澳洲淡水龍蝦、吳郭魚呢四種外來物種抵臺後，無天敵制衡，搞到過度繁殖，導致臺灣原生田螺、螯蝦同鯽魚大減；17世紀時曾經滿山遍野嘅臺灣梅花鹿，亦因為鹿皮可以賣去日本，而幾乎絕種。1983年起，中華民國內政部營建署公告成立8座國家公園，自1986年起亦陸續公告19個自然保留區。,zh-yue,zho
"Hillcrest lost its independent Town Board status in 1996 and was made subject to administration by the Outer West Local Council - a substructure council of the then Durban Unicity. In 2000, the Outer West Local Council, along with other local councils, was disestablished and were replaced by the single eThekwini Municipality encompassing the entire Durban metropolitan area.",nso,eng
"Чусва - кар Рочмуын, Перем ладорын, Чусва районлӧн шӧрин. Кар куйлӧ Перемсянь 86 км ылынаын, Перем ладорын асыввылын, ӧтлаӧтӧмінын Усьва ю, Вильва, ю Чусва ю. Карыс 58,0 км² ыжда, олӧны татӧн 49,3 сюрс морт (2008).",koi,mrj
"The GNU FDL is incompatible in both directions with the GPL: that is GNU FDL material cannot be put into GPL code and GPL code cannot be put into a GNU FDL manual. Because of this, code samples are often dual-licensed so that they may appear in documentation and can be incorporated into a free software program.",ibo,ori
"Утверждение литературных традиций. Исса Каракетов. // Чанкаева Т. Эволюция карачаевской литературы: проблематика, поэтика, межлитературные связи. М.-Ставрополь, 2004.",krc,myv
احتملا نوشته آنوبانی‌نی سلطان لولویی بر صخره سرپل نزدیک شهر سرپل زهاب مربوط به قرن ۲۲ پیش از میلاد است. نام این پادشاه اکدی است و نوشته مختصری که به صحنه تصاویر برجسته (آوردن اسیران به نزد شاه توسط الهه ایشتار) منضم است، به زبان اکدی می‌باشد.,lrc,fas
ພາສາຈາວາ (ອັງກິດ: Java programming language) ເປັນໂປຣແກຣມທີ່ເບິ່ງທຸກຢ່າງເປັນລັກສະນະວັດຖຸ (ອັງກິດ: Object Oriented Programming) ພັດທະນາໂດຍ ເຈມ ກອສລິງ ແລະ ວິສະວະກອນ ຄົນອື່ນໆ ຂອງ ບໍລິສັດ ຊັນໄມໂຄຣຊິສເຕັມ ພາສາຈາວາ ຖືກພັດທະນາຂື້ນໃນປີ 1991 ໂດຍເປັນສ່ວນໜື່ງຂອງ ໂຄງການກຣີນ (the Green Project) ແລະ ນຳອອກສູ່ສາທາລະນະໃນປີ 1995 ຊື່ງພາສານີ້ມີຈຸດປະສົງເພື່ອໃຊ້ແທນພາສາຊີພລັສພລັສ (C++) ໂດຍຮູບແບບທີ່ເພິ່ມເຕືມຂື້ນຄ້າຍກັບພາສາອອັບເຈັດຕີບ ຊີ (Objective-C) ໃນເບື້ອງຕົ້ນພາສານີ້ຮຽກວ່າພາສາ ໂອກ (Oak) ຊື່ງຕັ້ງຊື່ຕາມຕົ້ນໂອກທີ່ໃກ້ກັບບ່ອນເຮັດວຽກຂອງ ເຈມ ກອສລິງ ແຕ່ວ່າມີປັນຫາທາງລິຂະສິດ ຈື່ງປ່ຽນຊື່ໄປເປັນ ຈາວາ ຊື່ງເປັນຊື່ກາເຟແທນ ແລະ ເຖິງວ່າຈະມີຊື່ຄືກັບ ພາສາ ຈາວາສະກຣິບ ແຕ່ຈາວາ ກໍບໍ່ມີສ່ວນທີ່ກ່ຽວຂ້ອງແລະຄືກັບ ຈາວາສະກຣິບເລີຍ. ປັດຈຸບັນ ມາດຕະຖານຂອງພາສາຈາວາ ຖືກຄຸ້ມຄອງໂດຍ Java Community Process ຊື່ງເປັນຂະບວນການຢ່າງເປັນທາງການ ທີ່ອະນຸຍາດໃຫ້ຜູ້ທີ່ສົນໃຈເຂົ້າຮ່ວມກຳນົດຄວາມສາມາດໃນຈາວາ ແພຣັດຟອມ ໄດ້,lao,khm
泰國个正式全名是「泰王國」（泰文：ราชอาณาจักรไทย，皇家转写：Ratcha Anachak Thai}}），其中「ราช‎」表示「國王」、「อาณาจักร‎」意思是「領土」、「ไทย‎」則代表「自由」之意。徠早垡，泰國一直用「暹羅」（สยาม）作國名。擺脫高棉人統治後，暹羅人用「自由」箇詞（讀音便是「泰」）作為主體民族泰族個名稱。1939年6月23號到1945年9月8號，暹羅改謳「泰國」（{{ประเทศไทย），取意「自由領土」，都因徠當時個東南亞地區，周邊許大小王國都相繼變成葡萄牙、荷兰、英国、法国、美国、日本許歐亞列強個殖民地，使泰國變成單獨僅存個獨立國家。1945年9月8號，泰國謳轉「暹羅王國」。1949年5月11號，暹羅正式改名「泰王國」。,wuu,zho
"Die Neiflieschler (Neoptera) sin e Üwwerordnung vun Insekte, zu der fascht alle Fluchinsekte bis uff die Eintachsfliesche un die Libelle kheren.",pfl,pdc
"Autoklávovaný pórobeton je lehký beton vyrobený z křemičité jemnozrnné vápenné, cementové nebo cementovápenné malty vylehčené plynem, který vzniká chemickou reakcí hliníkové přísady, a vytvrzený parou pod tlakem.",ces,slk
"Mestreech (Nederlands en de mieste aander taole: Maastricht; Frans: Maëstricht of Maestricht (verawwerd); Spaons: Mastrique (verawwerd)) is neet allein de hoofstad vaan Nederlands Limburg mer ouch de groetste gemeinte: 122.418 inwoeners in april 2016. Annemarie Penn is börgemeisterse. 't Is nao of neve Nijmege de ajdste stad vaan Nederland. In Nijmege zien awwer euverbliefsele vaan Romeinse bewoening gevoonde, meh Mestreech is sinds de stiechting continu bewoend gewees. De bijnaom vaan de Mestreechtenere is Sjenge; de petroenheilege vaan de stad is Sintervaos.",lim,zea
"Le 26 avril 1800, il est promu chef de brigade par le général en chef Moreau, et commandant la 16e demi-brigade de ligne. Employé dans la 8e division militaire, il est fait chevalier de la Légion d’honneur le 11 décembre 1803, et officier de l’ordre le 14 juin 1804.",fra,oci
"La única luenga oficial es el catalán, inque tamién se palra español, purtugués i francés . La religión predominanti es el catolicismu romanu.",ext,scn
"-Iĝ, (sufikso); akra - afweyn, kulul (basbaas); akra → akriĝi = fariĝi akra La ekonomia krizo akriĝis. Milito - dagal, dirir: La milito akriĝis.",som,tet
"२८ चैत २०६८:प्रमुख दलहरूबीच लडाकू शिविर र हतियार सरकार मातहतमा ल्याउने सहमति, सबै क्यान्टोन्मेन्टमा नेपाली सेनाको तैनाथी, मुलुकमा द्वैध सैनिकको स्थिति अन्त्य।",nep,dty
"Saskaņā ar BMCL gada pārskatu peļņas gūšana no darbības joprojām ir tālu, un BMCL joprojām subsidē galvenais akcionārs, kas ir CH Karnchang.",ltg,lav
"El términu pornografia provien del griegu πορνογραφíα (porne es ""prostituta"" i grafia, ""descricion"", es izil, ""descricion duna prostituta""). Por tantu, en sentiu estritu se refieri a la descricion de las prostitutas i, por destension, de las ativiais própias del su trebaju. Es mestel izil, sin embargu, que el términu es d'aparicion mu recienti, ya que ena Antígua Grécia nunca se gastó la parabra ""pornografia"". Ogañu s'entiendi por pornografia tous aquellus materialis, imágenis o reproducionis que representan atus sessualis con el fin de provocal la escitacion sessual del recetol.",ext,mwl
"Georg Wilhelm Friedrich Hegel (27 Kanama 1770 - 14 Ugushingo 1831), yemeraga ko igitekerezo aricyo cyatanze matter kubaho, kandi ko aricyo nkomoko y’ibintu byose biri mu isi (kamere, umuntu naza phenomena). Icyo Hegel yarushije abandi ba Idealists bamubanjirije ni uko we yemeraga ko igitekerezo cyagiye gihinduka gifata isura zinyuranye, imiterere n’ibindi, biturutse ku makimbirane yari akubiye muri icyo gitekerezo kuva kibayeho. Hegel yavugaga ko urwego rusumba izindi zose mw’ihindagurika ry’igitekerezo ari umutimanama w’umuntu. N’ubwo Hegel yari Idealist niwe mufilozofe wa mbere wavumbuye ko iterambere rishingiye ku makimbirane, ariko yemeza ko ibyo bishoboka ku gitekerezo gusa (Absolute Ideal/L idéal absolu). Yabonaga iterambere ry’igitekerezo naho umuntu akaba akambaro kacyo gusa. Hegel niwe wabanje kuzana Filozofi y’impinduka y’ibintu (Dialectics/dialectique).",kin,diq
"ᎢᎦᏛ ᏙᏒᏓᎵ, ᎤᏯᏅᎲ ᏩᏚᎵᏏ ᏧᎳᏍᎩ ᏙᏒᏓᎵ, ᎤᎭ ᎤᏤᎵᏛ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎤᏯᏅᎲ ᎧᎵᏬᎯ ᎦᎪ ᏄᏦᏍᏛᎾᏊ ᎠᏓᎾᏅ ᎠᎵᏍᏓᏴᏗ ᎾᏍᎩᎾᎢ ᎯᎠ ᎠᏣᏪᏐᎸᏍᏙᏗ ᎯᎠ ᎤᎾᏓᏡᎩ ᎢᏳᎾᏓᎵ, ᏂᎦᎥᏊ ᏗᎾᏙᎳᎩ sgv ᎬᏙᏗ ᏰᎵ ᎡᏆᏯ ᎠᏔᏃᎯᏍᏙᏗ ᎤᏍᏉᎵ. ᎭᏫᎾᏗᏢ ᎤᏗᎴᎩ, ᎤᎧᏲᏗ ᏚᏙᏢᏒᎢ, ᎢᏧᎳᎭ ᎢᎾᎨ, ᎭᏫᎾᏗᏢ ᎬᎿᎦᏍᏛ, ᏧᏴᏢ ᎠᎹᏰᎵ, ᎠᎴ ᏒᎳᏗᏝ ᎭᏢᏃ ᎤᏅᏌ ᎠᎴᏂᏓᏍᏗ, ᎤᏅᏌ ᎠᎦᏎᏍᏔᏅ ᎾᎥᎢ ᎢᎦᏛ ᏴᏫ ᏥᏄᏍᏗ ᎡᏆ ᎤᏓᏂᎳᎯᎨ.",chr,sin
"Мацюх М. Д., Мушынскі М. І. Колас Якуб // Беларускія пісьменнікі: Біябібліягр. слоўн. У 6 т. Т. 3 / Ін-т літ. імя Я. Купалы АН Рэспублікі Беларусь, Беларус. Энцыкл.; Пад рэд. А. В. Мальдзіса. Мінск, 1994. С. 299—304.",bxr,bel
"In November 2015, Gifford's family revealed that he had suffered from chronic traumatic encephalopathy (CTE). The family said, ""After losing our beloved husband and father, Frank Gifford, we as a family made the difficult decision to have his brain studied in hopes of contributing to the advancement of medical research concerning the link between football and traumatic brain injury ... We decided to disclose our loved one's condition to honor Frank's legacy of promoting player safety dating back to his involvement in the formation of the NFL Players Association in the 1950s.""",bcl,eng
"Aadhiaai 1: Sab djanne aadjádi aur barabar paidaa bhailèn, iddjat aur hak mê. Ohi djanne ke lage sab ke samadj-boedj aur hierdaai hai aur doesare se sab soemmat sè, djaane-maane ke chaahin.",bho,ace
ހަށިގަޑުގެ ސެލްތަކުން އޮކްސިޖަންއާއި ކެލޮރީ އަންދައިގެން ހަކަތަ ހޯދައިދޭން މިހޯމޯންތައް އެހީވުމާއެކު ހަށިގަޑު ބޮޑުވަމުން ގޮސް ފުރާފުރިހަމަ ވުމަށް އެހީތެރިވެދޭ އެއްގްލޭންޑަކީ މިއެވެ.,div,sin
"The House The Berrys Built by Duff Hart-Davis. Concerns the history of The Daily Telegraph' from its inception to 1986. Illustrated with references and illustrations of William Ewart Berry, 1st Viscount Camrose (later called Lord Camrose).",tam,eng
دمنه گت :هر کس نفس والا و همت عالی داشتووه خوشِن دِ منجلاب و ذلت وِ قله ی رفیع و منزلت عالی می رسنه ....،. سی بردن بَرد گپی و نَرِ شو زحمت زیاد لازمه اما سی وِ حار وننش هیچ ؛ می تونی بی هیچ زحمتی وِ گرمه بونیش وِ زمی بنابرین سی رسسن وِ سعادت و خوشوختی زحمت زیاد لازمه اما سی خاری و ذلت هیچ زحمتی لازم نی . کلیله گت سی رسسن وِ قله ی رفیع سعادت نخشه ت چینه چطور می حا وِ هدفت برسی .؟,lrc,mzn
"पिछला 25 वर्षन में फिजी में राजनीतिक तनाव के चलते, कई भारतीयों फिजी विदेशी व्यवस्थित करने के लिए छोड़ दिया है, उनके साथ उनकी भाषा ले रही बा। तालिका के नीचे दुनिया भर में फिजी हिंदी बोलने वालों के वितरण को दर्शाता बा।",bho,hin
The Wikipedia Library gets Wikipedia editors free access to reliable sources that are behind paywalls. I want to alert you to our latest donation.,ava,pcd
"Ratik merupakan material sisa nang kada dikahandaki lagi imbah tuntung suatu proses. Ratik merupakan didefinisikan oleh manusia menurut derajat keterpakaiannya, dalam proses-proses alam sabujurnya kada ada konsep ratik, nang ada wastu produk-produk nang dihasilkan imbahnya dan sawayah/salawas proses alam nangitu balangsung. Akan tetapi karena dalam kehidupan manusia didefinisikan konsep lingkungan maka ratik kawa dibagi menurut macam-macamnya.",bjn,map-bms
"On May 12 2005, Nasrat Parsa’s body was flown back to Germany for burial. The grief-stricken bereaved family members and fans around the world individually held services to honor the late singer. Notably, the funeral held at Sayed Jamaladen Masjid by Habib Qaderi on May 15, 2005 in Orange, USA, drew thousands of sorrowful fans. Other cities, in the USA, Canada, Europe, Australia, and Afghanistan also held similar mourning sessions.",pus,eng
In Untergiesing-Harlaching es situat li football-stadion Stadion an der Grünwalder Stadion. In ti stadion ludet li TSV 1860 München e hodie li football-tean de féminas del FC Bayern Müünchen.,ile,roh
ދުނިޔޭގެ ގިނަ ގައުމުތަކުގެ ޢާއްމު ސަރުކާރުގެ ތެރޭގައި އިތުރު ސަރުކާރުތަކެއް ހިމެނިގެން ވެއެވެ. މި އިން ކޮންމެ ސަރުކާރަކަށް ހިންގުމުގެ ޤާނޫނީ ބާރާއި އަމިއްލަ ޤާނޫނުތަކެއް ލިބިގެންވެއެވެ. ދުނިޔޭގައި މިއަދު ދެ ނިޒާމެއްގެ ސަރުކާރުތައް ހިނގަމުން ދެއެވެ. އެ ދެނިޒާމަކީ ޔުނިޓަރީ ނިޒާމާއި ފެޑެރަލް ނިޒާމެވެ. މި ނިޒާމުތަކުގެ ސަރުކާރުތަކުގައި ހިމެނިގެންވަނީ މުޅި ޤައުމަށް ފެތުރިފައިވާ މަރުކަޒީ ސަރުކާރަކާއި ގައުމުގެ އެކި ސަރަޙައްދު ތަކުގެ ސަރުކާރު ތަކެވެ. މީގެ ތެރޭގައި ސްޓޭޓް ސަރުކާރު ތަކާއި ޕްރޮވިންސް ސަރުކާރު ތަކާއި ޑިސްޓްރިކްޓް ސަރުކާރު ތަކާއި ސިޓީ ތަކުގެ ސަރުކާރެވެ. މި ހުރިހާ ސަރުކާރުތަކެއް ވެސް ހިނގަނީ ކަނޑައެޅިފައިވާ ވަކި ރޭވުން ތަކެއްގެ ދަށުންނެވެ. ގިނަ ގައުމުތަކުގެ ސަރުކާރު ހިންގުމުގައި ބޭނުން ކުރެވެނީ އެހެންޏާ ޔުނިޓަރީ ނޫނީ ފެޑެރަލް ނިޒާމެވެ.,div,sin
"Su commissàriu tècnicu José Pekerman lu cunvocat in sa Natzionale majore e lu faet debutare su 7 austu contra de s'Ungheria: inintredu a su 64', Messi lassat su campu in làgrimas A pustis solu 40 segundos, espèllidu dae s'àrbitru, su tedescu Markus Merk, pro una gomitata donada a su difensore Vilmos Vanczák, aguantadu a sa màllia sua.",srd,lij
"Gernot Umminger: Von „Blecker“, „Kröten“ und „Strumpfkappen“, Fränkischer Volkshumor in Ortsneckereien, in: Badische Heimat 67, 1987, S. 433 - 438 (Digidales Reprint vum Landesverein Badische Heimat)",pfl,als
"Odyssey Biyyii Greek bareffama seena duriin kan bekamaan yoo ta'an, bareffamotni kunis akka barressa irrati hunda'e garagarumma qaban. Aristotle, Socrates fi Platon fedhiin isaani waan barsisu irrati hunda'ef barrefamotta bayee hin qaban, haa ta'u malee jechonni isaani barresitotta biraan dabafarma turee. Akkasumas yeroo isaanitti philosophiin waan bekkama ta'eef bayeen isaani bulchaan akkami bulchu akka qabuu, namni garagara akkam walit dhufee akka jirachu danda'u fi wa'ee waqqaa irratti xiyeffata turaan. Haa ta'u malee barresaan Homer jedhamu xiyyefanan isaa",orm,som
"Dodatnu zabunu unosi to što se pripadnici manjina nalaze i na popisu birača u RH i na popisu birača nacionalnih manjina, pa je česta pogreška njihovo zbrajanje, iako su oni već uračunati u brojku od 3.824.731. Njihovim duplim računanjem dobiva se brojka od 4.073.630 birača.",hbs,bos
"Heath, M.F. & Evans, M.I. (eds) (2000). Important Bird Areas in Europe: Priority sites for conservation. 1: Northern Europe. Cambridge, UK: BirdLife International (Birdlife Conservation Series No. 8.): 485-486",zea,mlt
"Pierre Lauffer (1920 - 1981) tabata poeta, aktivista kultural, i pionero di literatura kurasoleño. Konstantamente el a insistí ku papiamentu ta un idioma di balor grandi. Promé buki di poesia original na papiamentu tabata su Patria (1944). El a redaktá e buki importante, Di nos: antologia di nos literatura (1971).",pap,srd
"Jamapax janq`uki ukhax qhanañchiwa pachamamax sumakiskarakiwa ukhamarak yapu lurawinakax sumakiskaniwa ukhamarak ch`uñu chawisa . Uqini ukhax qhanañcharakiwa janiw ancha sumakaniti jach`a pach ukharak jisk`a pacha Utjani ch`akanak ukax qhanañchiwa walja jisk`a uywanak uka taqi kast uywanakata. Jikjatasini puch ch`uñuta ukamarak jupha, siwara,ch`uq ukanakax qhanañchapxarakiwa pachax askikiniwa taqi kast yapuchawi nakataki. Sinti siwar sapax jikjatasini ukhax siwarax qhanañchakiwa uka maran siwaraki sum achurakispa.",aym,sna
"Ech kien, furieux d'avoèr té infermé toute el nuit dins l' so, i s'jette dseur Berlicoqué, et pi i l'mord trés fort, avant d'rintrer dins s' cinse in courant.",pcd,nrm
"Jonker begunden een riege vertellegies te schrieven oaver het boerenlèven op 't 'Hogelaand' bi'j 't Drèents-Oaveriesselse grèensreviertien de Riest, toen as-e zag det de treditionele lèvenswieze rap an 't verdwienen was. Hi'j schreef de vertellegies in 't dialect van de Riest, det zowel in Drenthe as in Oaveriessel espreuken wördt. De spil van de vertellegies is de boerenzeune Harm Stok, die op zien achttiende dienen mut bi'j de boer Barrels Albert en zien vrouwe, ' 't olde mèense'. Harm hef 't mangs slim, want zien va wördt d'rvan verdacht det hi'j iens esteulen hef. Ok is 't olde mèense nog aordig nieds, al is Harm een harde warker. Jonker beschrif hoe as Harm opgruuit op de boerderi'je en in de kunde kump mit de alolde gebruken van 't Hogelaand, zoas 't gespin, daoras hi'j een oogien krig op de dochter van de boer.",nds-nl,zea
"Int'el Bengaƚa el forma un vastisimo delta dividensose in vari efluenti. El pi' inportante el se unise co el Brahmaputra, ciapando el nome de Padma, e riva a desfosar int'el Golfo de el Bengaƚa daspò sirca 100 km. 'N altro efluente inportnate, el Hooghly, el pasa par Calcuta e riva diretamente in mar.",vec,ina
ބޮބް އާއި އޭނާގެ އާއިލާ ގެއަށް އައިސް ވަންނަ އިރު، ސިންޑްރޯމް ކުޑަ ޖެކް-ޖެކް ވަގަށް ނަގަނީއެވެ. ސިންޑްރޯމް އޭނާގެ ރޮކެޓް ބޫޓު ބޭނުންކޮށްގެން އޭނާގެ ޖެޓް އާއި ހަމައަށް ދާން އުދުއްސައިގަންނަތަނާ، ޖެކް-ޖެކް އޭނާ އަށް ލިބިފައިވާ ބާރު ހާމަކުރެއެވެ. އަދި ކުއްލިއަކަށް އަލިފާނުންވާ އޭލިއެން އެއްކަހަލަ ޖަނަވާރަކަށް ޖެކް-ޖެކް ބަދަލުވެއެވެ. ސިންޑްރޯމް ޖެކް-ޖެކް ވައްޓާލުމުން ހެލެން ޖެކް-ޖެކް ހިފައެވެ. އަދި ފުރުސަތުގެ ބޭނުންކޮށްގެން ސިންޑްރޯމ ފިލަން މަސައްކަތް ކުރެއެވެ. އެހެންނަމަވެސް ބޮބް އެމީހުންގެ ކާރު ނަގައި ސިންޑްރޯމްގެ ޖެޓާއި ދިމާލަށް އެއްލައެވެ. ސިންޑްރޯމް އެއްލައިގެން ގޮސް ޖެހިފައި އޭނާގެ ހެދުމުގެ ބައެއް ޖެޓުގެ އިންޖީނުގެ ތެރެއަށް ވަދެއެވެ. މިއާއި އަކު ސިންޑްރޯމް ވެސް އޭގެ ތެރައަށް ދަމައެގަނެއެވެ. ޖެޓް ގޮވުމުން ބުރައިގެން ދިޔަ އަލިފާނުން ވައިލެޓް އޭނާގެ އާއިލާ ސަލާމަތްކުރެއެވެ.,div,sin
މިދެންނެވި ފަހަރު މާލެ ހިފުމަށްޓަކައި ހޮޅިން އައި ސަބަބު ކަމުގައި ހިމެނުނީ ދިވެހިންގެ ޚިޔާނާތްތެރި ބައެކެވެ. މިމީހުންގެ ވެރީން ކަމުގައި ތިއްބެވީ އަލްޤާޟީ ޙަސަން ތާޖުއްދީނުގެ އަލްޤާޟީ މުޙައްމަދު ޝަމުސުއްދީން އަދި އަލްޚަޠީބު އަޙުމަދު މުޙްޔިއްދީން އާއި ދެބެންނެވެ. އާޚިރުގައި އެދެބެންވަނީ މަލާބާރީންގެ އަތުން ކަނޑުފައްތައިފައެވެ.,div,sin
"A Coppa Grasshoppers fudi na competizioni internazionali di càuciu pe i club, tenutasi tra u secondu dopuguerra. Si jocau in un'unica edizioni chi durau cinqu anni, raccogliu nu bonu numeru di rappresentanti provenienti da tanti i diversi parti di l'Europa, spostò u propriu raggiu d'azioni nell'Europa occidentale.",scn,cos
"ᎤᎪᏗᏗ ᏕᎦᏚᎲ ᏂᎦᏰᏙᎲᏊ ᎢᏅ ᎠᏂᎦᏲᎵ ᏚᏙᏢᏒᎢ, ᎾᏍᎩ ᎢᎬᏂᏏᏍᎩ Ꮎ ᎭᏫᎾᏗᏢ 1500 ᎾᏍᎩ ᎤᏩᏒ ᎢᎦᏛ ᏔᎵ ᏔᎳᏚ ᏚᏙᏢᏒᎢ ᎭᏫᎾᏗᏢ ᎯᎠ ᎡᎶᎯ ᎢᎦᎢ ᎨᏒᎩ ᎤᏟ ᎢᎦᎢ ᎬᎾᏬᏍᎬ 100,000 ᎦᏁᎳ: ᏥᏄᏍᏗ ᎣᏂᏱᏳ ᏥᏄᏍᏗ 1700 ᎾᎿᎢ ᎨᏒᎩ ᎦᏲᎳᎨᎢᏍᏗ ᎬᎾᏬᏍᎬ ᏅᎩᏍᎪᎯ, ᎠᏎᏍᏙ ᎦᏙ ᎤᏍᏗ ᏯᏓᎢᏗᏏ ᎤᎵᏌᎳᏙᏗ ᎤᏩᎫᏗᏗᏒ 300 ᎭᏫᎾᏗᏢ 1900. ᎤᏍᏗ ᎦᏚᎲᎢ ᎯᎠ ᎢᎬᏱ ᎪᎯᏊ ᎢᏴ ᏥᎩ ᎠᎴᏫᏍᏙᏗ ᏄᎵᏂᎬᎬ ᎢᎦᎢ ᎨᏒ ᏥᏄᏍᏗ ᎦᏲᎵ ᏥᏄᏍᏗ 10,000 ᎦᏁᎳ, ᎦᏚᎲ ᎢᏅ ᎦᏲᎳᎨᎢᏍᏗ ᏙᎢ.",chr,sin
"ក្រោយពីឮសេចក្តីប្រកាសនេះភ្លាម បណ្តារដ្ឋសាមី និងភាគីសាមី ក្នុងជម្លោះទាំងអស់ចាប់ផ្តើម ពិចារណារកស្នៀត និងធ្វើការយ៉ាងញាប់ដៃជើង ឆ្ពោះទៅរកសិទ្ធិចូលរួមក្នុងអនាគតសន្និសីទក្រុង ហ្សឺណែវនេះ។ រដ្ឋាភិបាលវៀតណាមខាងជើង ដែលដឹកនាំដោយហូ ជីមិញ និង ផាម វ៉ាន់ដុង បានរៀបចំ ល្បិចយុទ្ធសាស្ត្រយ៉ាងញាប់ដៃ ដើម្បីបង្កើតជារដ្ឋាភិបាលមួយ ឱ្យចលនាតស៊ូខ្មែរឥស្សរៈកុំមុយនីស្ត នៅ កម្ពុជា ដែលមាន ស៊ឺង ង៉ុកមុញ៉ិ ជាប្រមុខ និងបណ្តាវរជនជាច្រើនទៀត ដែលគេធ្លាប់ស្គាល់យូរមកហើយ នោះ ដូចជា ស៊ីវ ហេង, ទូ សាមុត, លាវ កែវមុនី និងលោកម៉ីផូ។",khm,amh
[[Rikcha:Horacio Guarany & Mercedes Sosa (1977).jpg|thumb|350px|Portada del simple Si se calla el cantor de Horacio Guarany y Mercedes Sosa en 1973.]],aym,spa
"Ipak, postoji dosta kontroverzi oko pretpostavke iza tačke dva. Ako Bog koji voli sve postoji, razumno neverovanje se ne pojavljuje. Ovo je navodno tako, zato što Bog koji voli sve bi želeo da svi znaju da on postoji, da bi se spasili, i da ima moć da stvori situaciju u kojoj će svi znati da on postoji.",hbs,bos
"(EN) Hiki Sumik, Hiki Yoshiki: Professor von Mikulicz-Radecki, Breslau. 100 years since his death. Langenbecks Archives of Surgery 390 (2005), S. 182–185",ita,kur
"Enos Estaus Unius escomençó la idea de mestural la conservancia natural i la coltural. Una conferencia dela Casa Branca en 1965 called for a World Heritage Trust to preserve ""the world's superb natural and scenic areas and historic sites for the present and the future of the entire world citizenry."" The International Union for Conservation of Nature developed similar proposals in 1968, and they were presented in 1972 to the United Nations conference on Human Environment in Stockholm, Sweden.",ext,ina
"""I Am Warplane: How the first autonomous strike plane will land on aircraft carriers, navigate hostile airspace and change the future of flight"". Popular Science. 5 July 2012.",slv,orm
