sentence,lang
"Orson Welles je bio razočaran što nije dobio cameo ulogu u filmu. Bio je ljut jer prije nego što je Michael Todd producirao film, on je producirao Wellesovu pozorišnu verziju. Predstava nije imala uspjeha, ali Todd je ipak preokrenuo projekat u film i ostvario velik uspjeh. Welles je smatrao da je on prvi dao ideju Toddu da to uradi.",bos
"Određeni poremećaj može potaknuti brzo ritmično odašiljanje impulsa iz nekog dijela srčanog mišića. Ti impulsi se zatim šire po srcu i predvode njegovo kontrahiranje povećanom učestalošću. Ovakva nagla tahikardija koja se pojavljuje u obliku bljeska naziva se paroksizmalna tahikardija. Pri tome brzina rada srca može se podignuti i do 150 otkucaja u minuti. Ako dolazi iz atrija nazivamo je atrijskom paroksizmalnom tahikardijom, a ako dolazi iz ventrikula ventrikulskom paroksizmalnom tahikardijom. Ventrikulska je puno opasnija jer se ne pojavljuje ako nema težih oštećenja srca, a također, može prijeći u ventrikulsku fibrilaciju što je ozbiljno smrtno stanje.",hrv
"Poncije od Križa (lat. Pontius de Cruce) (2. pol. 12. stoljeća - 1. pol. 13. stoljeća), templarski magistar za Ugarsku i Slavoniju (1217.-1221.) i kraljev namjesnik za Hrvatsku i Dalmaciju (1216.).",hrv
"Za razliku od datuma rođenja zna se ko su mu bili otac i majka - Gaetano Casanova i Giovanna Maria (Zanetta) Farussi. U brak, u kojem će se roditi mladi Casanova, stupili su 1724. godine. Kao dječak, Casanova je patio od snažnog krvarenja iz nosa do svoje osme godine. Niko nije očekivao da će mali Casanova preživjeti, čak su ga i roditelji zanemarili smatrajući kako mu nema pomoći. Casanovini roditelji bili su glumci, a otac čak i režiser, dok je majka bila tadašnja poznata evropska glumica. Casanovin život spasila je njegova baka, Marzia Farussi, kada ga je odvela jednoj ženi koja ga je izliječila. Spomenuta žena, čije ime nije poznato, Casanovi je doslovno podarila nov život ritualnim obredom koji je uključivao zaključavanje djeteta u svojevrsni mrtvački sanduk, prikupljanje dima iz svijeća i slične metode. Nakon ovog izliječenja roditelji su počeli poklanjati sve više pažnje svom djetetu. Dijelom i zato što je Casanova pokazivao znake izražene inteligencije. Naime, u aristokratskom društvu kojim je majka bila okružena kretao se i jedan Englez koji se veoma volio služiti latinskim jezikom. Jednom prilikom Englez je upitao Casanovu, a tada mu je bilo svega 11 godina, zašto je imenica konus (vagina) muškog roda, a imenica mentula (penis) ženskog roda. Nakon kraćeg razmišljanja Casanova je na latinskom duhovito odgovorio: ""To je zato što rob uzima ime svog gospodara"". Ovakvim odgovorom zbunio je sve prisutne, ali i oduševio majku. Ali, taj događaj nije doživio njegov otac koji je preminuo 1733. godine.",bos
"Crkva svetog Frane na groblju nalazi se izvan gradskih zidina, a sagrađena je pored starijeg samostana 1490. godine. Samostan je napušten u 19., a porušen u 20. st. kad se na njegovu mjestu organizira novo gradsko groblje. Crkva je mala redovnička jednobrodna građevina pravokutnoga tlocrta s kvadratnom apsidom. Brod i apsida presvođeni su slomljenim, gotičkim bačvastim svodom. Na zabatu su tri polukružno užlijebljene školjke. Na groblju su grbovi rapskih plemićkih obitelji Hermolais, Nimira, Scaffa, Cernotta, Zudenigo, Dominis, Galzigna, Šegota itd. Značajnije su tri nadgrobne ploče. Jedna je fra Matije Bošnjaka, gvardijana samostana trećoredaca sv. Frane u Komrčaru. Godina smrti 1525. uklesana je u ploču glagoljicom. Petar Trogiranin izradio je 1515. nadgrobnu ploču španjolskog slikara Juana Boscheta. Reljefni prikaz svekolikog onodobnog alata zanatlija krasi nadgrobnu ploču senjskog kalafata Mrganića iz 1558. godine.",hrv
"Primjeri polupropusne membrane su ćelijska membrana, membrana u unutrašnjosti jajeta, zatim vještački napravljene membrane kao one što se koriste u procesu hemodijalize i dr.",bos
"Tu je objavljeno jedno od najznačajnijih muzičkih izdanja 18. vijeka, zbirka od 12 koncerata pod nazivom”L’estro armonico Op.3.” Objavljeni su u Amsterdamu, Holandija i raširili su slavu i uticaj Vivaldija širom sjeverne Evrope. Nakon što se dokazao instrumentalnim muzičkim djelima Vivaldi se dokazuje i u svijetu opere radeći kao kompozitor i impresario sa venecijanskim pozorištima San Angelo i malo kasnije sa San Moise. U to vrijeme je često putovao na relaciji Mantova-Rim tako da nije komponovao djela za ženski orkestar Pieta. U periodu od 1718-1720 Vivaldi je u službi princa Filipa u Mantovi, a zvanična titula mu je”Maestro di Cappella da Camera.” Godine 1723. dobija ponudu da komponuje dva koncerta za Pieta orkestar svakog mjeseca u narednih šest godina što će biti njegov redovni izvor zarade u ovom periodu. Od 1726-1728 vraća se u venecijansko pozorište San Angelo kao operski kompozitor gdje nastavlja da objavljuje zbirke instrumentalne muzike. Jedna od njih je i zbirka iz 1725. pod nazivom ""Il cimento dell’ armonia e dell’ inventione Op.8"" koja uključuje čuveni koncert ”Četiri godišnja doba.”",bos
"Код већине типова млазних мотора, тај унос ваздуха, највећи је део који се садржи у издувним гасовима. Конвенционални ракетни мотори, међутим, немају унос ваздуха, оксидант и гориво се носи унутар летелице. Дакле, ракетни мотори немају усисник, па је бруто потисак млазнице и нето потисак мотора. Сходно томе, карактеристике потиска ракетног мотора се разликују од проточног млазног мотора са ваздухом, пошто њихово сагоревање није у функцији брзине лета.",srp
"Nakon što se rat u BiH završio 1995, a opsada Sarajeva 1996, stabilnost u regionu počela se poboljšavati. Shvatajući to, U2 je počeo planirati koncert za Sarajevo koji bi bio održan 1997. u sklopu njihove turneje ""PopMart"". Iako su oni bili prvi značajniji muzičari koji su nastupili u Sarajevu nakon rata, China Drum je održao koncert u julu 1996. Muzički novinar Andrew Mueller opisao je iskustvo China Druma (koji se prevozio jednim jedinim kombijem) kao ""logističku i administrativnu noćnu moru"". Muhamed Šaćirbegović, tadašnji ambasador BiH u UN-u, pomogao je U2-u igrajući neformalnu ulogu promotora i organizatora. McGuinness je rekao: ""Mislili smo da će biti dosta teško. Ali bilo je prilično prosto. Ljudi su, jednostavno, željeli pomoći. Od vojske smo dobili dosta opreme, viljuškare i ostalo, a lokalna ekipa pružila je nevjerovatnu podršku.""",bos
"Крајем 1916. године, после уласка Румуније у рат, са Солунског фронта је по наређењу Врховне команде, послат у Топлицу војвода Коста Пећанац да организује четничке јединице које би у тренутку пробоја фронта отпочеле акције против окупатора. У исто време, његов задатак је био да спречи превремене акције. Стање је било такво да је народ желео устанак, очекујући скори долазак српске војске. Пећанац је наишао на већ добро организоване јединице, од којих је најбољи био одред под командом Косте Војиновића. До устанка је дошло након одлуке Бугарске да изврши присилну мобилизацију на југу Србије. Пећанац се противио отвореном устанку јер је очекивао одмазду, па је зато сматрао да треба организовати мање акције. Ипак, под утицајем осталих, 21. и 22. фебруара 1917. донета је одлука о почетку устанка, што је на крају прихватио и сам Пећанац. Вође устанка су, поред Пећанца, били и војвода Коста Војиновић, браћа Тошко и Милинко Влаховић, поп Димитрије Димитријевић, Јован Радовић и четовођа Милан Дечански. За неколико дана су ослобођени Куршумлија, Прокупље, Лебане, Блаце и Власотинце, и дошло се надомак Ниша и Лесковца. Устаника је било између 13.000 и 15000, наоружаних углавном пушкама. Окупационе снаге су против четника морали да ангажују три редовне дивизије повучене са фронта, бугарске комитске чете, авијацију и сву полицију, укупно око 52000 људи, одлично наоружаних. И поред јаког отпора дошло је до слома устанка крајем марта 1917. Ипак, са пружањем отпора је настављено све до краја 1917. године. Треба напоменути да је у току гушења устанка вршен невиђен терор од стране окупатора, тако да су жртве процењене на 20000 људи. Најдуже се одржао одред војводе Косте Војиновића. Његови људи су пружали отпор све до 23. децембра 1917. године, односно војводине смрти.",srp
"Boja krzna je pješčano-žuta većim dijelom tijela, s blijedim mrljama koje nekad nisu previše vidljive (vidljivije su kod afričkih podvrsta). Brada je bijela. Na nogama i repu su crne crte, a na licu su crvene crte koje se protežu od obraza do unutrašnjih kutova očiju. Zimi krzno može biti vrlo debelo, s dlakama duljine do 5,1 centimetara. Oči su krupne i zelenkasto-žute boje, dok je nos crn.",hrv
"Setchellanthaceae у Watson L., Dallwitz M.J. 1992 — данас. The families of flowering plants: descriptions, illustrations, identification, information retrieval. Верзија: 19.10.2016.",srp
"Na društvenim koncertima, pored pjevačkih zborova, nastupali su i pojedini solisti, a neka su društva imala i svoje tamburaške sastave ili različite instrumentalne ansamble. Utemeljena su hrvatska pjevačka društva: Hrvoje (Mostar, 1889.), Trebević (Sarajevo, 1894.), Majevica (Tuzla, 1896.) i Nada (Banja Luka, 1898.).",hrv
"Циљна функција прeдузећа је добит (профит). Ово карактерише све правне форме предузећа. Предузећима која обављају делатност од општег интереса својствено је да, поред ове циљне функције, могу имати и секундарну циљну функцију. Она се састоји у задовољавању потреба корисника услуга из обављања ове делатности. Није искључено да се предузећа оснивају ради уштеде трошкова својим оснивачима, без обзира на то што Закон о предузећима изричито не предвића. У питању су: истраживања тржишта, истраживања налазишта одређених рудних сировина, обављање одређених заједничких функција и слично.",srp
"Iako nema apsolutnu vrijednost jer se stanje novorođenčeta po rođenju može naglo promjeniti na bolje ili na gore, Apgar test je odličan indikator stanja kod novorođenčeta.",bos
"Святейшего Патриарха Константина-града кир Филофея, Предание своему ученику о том, ка̀к внимательно пребывать в келье вместе со своими послушниками (руски)",srp
"Kamešnica je planina koja je na granici Bosne i Hercegovine i Hrvatske, a većim dijelom leži u Livanjskoj općini. Najviši je vrh Konj 1854 m n/v (BiH).",bos
"Кроз историју сребрни су предмети израђивани како би били коришћени у религиозне, техничке или кућне сврхе. Сам чин конзервације тежи како заштити тако и највећем успоравању пропадања поменутих предмета, те очувању истих за будућу упорабу. Конзерватори рестауратори при раду на сребрним предметима теже пре свега превенцији и уклањању површинске корозије.",srp
Veliki kralj ili kralj kraljeva je vladarska titula koja se tokom historije koristila u nekoliko monarhija i carstava. Izvorni naziv titule se prvi put pojavljuje na Bliskom istoku još u antičko doba. Izraz se ponekad koristio kao ekvivalent titule cara.,bos
"Najstariji stanovnici otoka Raba za koje povijest zna bili su Iliri ili točnije ilirsko pleme Liburni, koji su u doba prije Krista obitavali na području od rijeke Raše u Istri do rijeke Krke u Dalmaciji, uključivši i otoke navedenog područja.",hrv
"Pardosa, veliki rod pauka iz porodice Lycosidae (vučji pauci) koji je raširen po svim kontinentima. Tipična vrsta je Pardosa alacris koju je prvi opisao C. L. Koch 1833. godine pod imenom Lycosa alacris, koji je raširen po velikim djelovima Europe i zapadne Rusije.",hrv
"Finska - 124 Leopard 2A4 i 100 Leopard 2A6 - Finska je prvobitno kupila od njemačke 124 Leopard 2A4 tenka. 12 tenkova se koristi kao inženjerska vozila, a 12 tenkova je rastavljeno za rezervne dijelove. 2014. Finska se dogovorila s Holadijom o nabavci 100 Leopard 2A6 tenkova, koje je prethodno koristila holandska vojska. Tenkovi će biti dostavljeni u periodu od 2015. do 2019.",bos
"Kompozicija Munja i grom, autora Edina – Dine Šarana, u izvođenju Vukašina Brajića, predstavljat će BiH na 55. takmičenju za pjesmu Evrovizije 2010. u Oslu.",bos
"Пре него што се формирају зреле крвне ћелије оне у крви пролазе кроз неколико развојних стадијума који су на свакој од линија раздвојени. У метаболичком смислу процес хематопоезе је веома захтеван јер се у организму одрасле особе сваки дан створи више од 100 милијарди крвних ћелија. Услед тога црвена костна срж представља једно од метаболички најактивнијих региона организма. У току детињства црвена коштана срж је присутна у свим костима, али се до двадесете године живота замењује жутом (масном) коштаном сржи у којој се не стварају крвне ћелије.",srp
"Helije vozi svoju kočiju preko neba svakog dana - kreće u zoru na istoku, a završava sa vožnjom naveče na zapadu. Homer opisuje da su mu kočiju vukli sunčani bikovi. Pindar opisuje da su je vukli vatreni konji. Poslije su brzonogim krilatim konjima dana imena: Pirej, Ej, Eton i Flegon. Kad završi, njegova mu sestra Selena otpjeva uspavanku, a potom spava u svojoj krilatoj zlatnoj barci, Hefestovu daru. Svoju je dužnost Helije besprijekorno obavljao sve dok nije ugledao mudru Atenu kako se rađa iz Zeusove glave. To ga je začudilo te se u svojoj kočiji na trenutak zaustavio, a vrijeme je stalo, mada to nije imalo nikakvih posljedica. Helije ima svevideće oko. Dojavio je Hefestu o tome da ga Afrodita vara sa Aresom. Također je vidio da Had otima Perzeonu.",bos
"Mazzarri je trenersku karijeru započeo kao pomoćnik u Bologni, a kasnije i u Napoliju gdje je radio kao pomoćnik Renza Ulivijerija. Prvu sezonu kao glavni trener imao je u Seriji C, gdje je vodio Acireale, u kojem je igrao u periodu 1992-1994. Nakon toga je vodio Pistoese, a najveći trenerski uspjeh do tada ostvario je kao trener Livorna, s kojim je ušao u elitni rang italijanskog fudbala, Seriju A.",bos
"Engleska je u to doba bila izložena pritisku Kelta, kulture koja se oko 800. p. n. e. pojavila u južnoj Njemačkoj, a zatim se proširila dobrim dijelom Evrope, pa tako i Engleskom. Razlozi širenja keltske kulture na Englesku nisu još potpuno jasni, a mogli bi biti uvjetovani doseljavanjem novih stanovnika ali i trgovinom. U to doba usljed obrade metala došlo je do snažnog razvoja poljoprivrede, trgovine, kovanja novca te prvih začetaka gradova i plemenskih ""država"".",bos
"Posljednji zapis pod imenom Idoli pojavio se na albumu ""Šest dana juna"", što je ustvari bila muzika iz istoimenog filma. Nakon ovog albuma grupa je praktički i prestala da postoji.",bos
"Грб Републике Ирске је званични хералдички симбол државе Републике Ирске. Грб се описује хералдички azure a harp or, stringed argent - златна харфа са сребрним жицама на плавој позадини. Харфа је дуго хералдички амблем Републике Ирске.",srp
Кућа Димитрија Пауновића у Витежеву (општина Жабари) припада типу кућа брвнара која се по типу основе и начину градње објеката у околини датује у прву половину 19. века. Кућа као непокретно културно добро има статус споменика културе.,srp
"По подацима из 2011. године у општини је живело 1.345 становника, а густина насељености је износила 50,39 становника/km². Општина се простире на површини од 26,69 km². Налази се на средњој надморској висини од 32 метара (максималној 133 m, а минималној 22 m).",srp
"Vjerojatno je da je njegovo obrazovanje započelo u pariškim osnovnim školama, nakon čega je upisao prestižni isusovački ""Collège de Clermont"", gdje je završio školovanje u strogom akademskom okruženju.",hrv
"Nakon što je osvojio Galiju Gaj Julije Cezar zaključivši je da je nužno spriječiti podršku koju Keltima u Galiji pružaju Kelti sa područja Britanije, a vjerovatno i zbog želje za slavom i plijenom, te potreba da zaposli svoje jedinice, pokrenuo je godine 55. p. n. e. i 54. p. n. e. pohod na južnu Englesku, ali je naišao na neočekivano snažan otpor i oluje. Zbog toga se Cezar bez mnogo razmišljanja vratio u Galiju.",bos
"Jan Brueghel mlađi putovao je u Italiju kad je njegov otac umro od kolere, našto se on vratio u Antwerpen i preuzeo slikarsku radionicu. Ubrzo se afirmirao te je 1630. postao predstojnik lokalnoga slikarskog ceha.",hrv
"Школа у Трнави се развијала. Сваке године повећавао се број ученика па и уитеља. Школа има пет учитеља. Нарочито су и даље велики први и други разреди, па учитељи уче посебно ове разреде. Школа у Трнави је до 1954. године четвороразредна, а онда сваке следеће године добија по разред више, тако да је од школске 1957/58. године постоји као осморазредна.",srp
"NGC 357 (također poznat kao MCG -1-3-81 i PGC 3768) je prečkasta spiralna galaksija koja je udaljena oko 111 miliona sg od Zemlje i nalazi se u sazviježđu Kit. Najveći prečnik je 2,50 (80 hiljada sg) a najmanji 1,7 uglovnih minuta (55 hiljada sg). Prvo otkriće je napravio John Frederick William Herschel 10. septembra 1785. godine.",bos
"Na Kamešnici možemo naći brojne biljne vrste iznimne ljekovitosti i čistoće od gorske metvice, gorskog pelina, alpskih lišajeva, majčine dušice, kadulje, enciana, čemerike i mnogih drugih. Životinjski svijet nije iznimno brojan jer je planina po vrhovima goletna, pa je naseljavaju većinom gmazovi, nekoliko vrsta gušterica, brojni planinski zelembaći, poskok, planinska riđovka (mala, do 30 cm duljine) te neotrovnice, bjelouška, šara poljarica i dr. Vukovi svoje obitavalište nalaze sa sjeverne strane planine, i u pošumljenim djelovima, zajedno sa lisicama, divljim svinjama, a moguć je i susret s risom i medvjedom iako nisu često viđeni.",bos
"Napomena: U 1857., 1921. i 1931. podaci su sadržani u naselju Ljubač, a u 1869. u naselju Visočane (općina Poličnik). Od 1880. do 1910. iskazivano kao dio naselja.",bos
"Када су Франци 756. победили Лангобарде и истерали их, папа Стефан II је полагао право на егзархат. Његов савезник краљ Франака Пипин Мали поклонио је освојене земље бившега егзархата папству 756. године. Ту донацију је потврдио и Карло Велики 774. године. То је означило почетак световне власти папа (Патримонија светог Петра). Надбискупије унутар егзрхата развиле су традицију секуларне власти и независности, што је допринело локализацији моћи. Три века касније та независност ће довести до појаве независних општина.",srp
"Morska so se dobija u solanama isparavanjem morske vode. Isparavanje se vrši u velikm plitkim bazenima. Sam proces isparavanja kreće od prvog bazena u kojem je koncentracija NaCl najmanja (morska voda) do zadnjeg, u kojem je morske voda toliko prezasićena da se so taloži na dnu bazena. Isušivanje se vrši samo u ljetnim mjesecima kada su najpovoljniji uvjeti za proizvodnju (vjetar i sunce). U Crnoj Gori postoje dvije solane: kod Ulcinja i Tivta, u Hrvatskoj tri: u Stonu, Ninu i Pagu, dok u Sloveniji je još uvijek aktivna solana Sečovlje.",bos
"Na Istoku se koromač koristi za liječenje pretilosti. Vrlo je dobro kombinirati tri vrste sjemena: sjeme komorača, kima i korijandera. Oni odlično pomažu u slučaju slabe probave kod djece i kod starijeg uzrasta. Svojim vrlo ugodnim mirisom i slatkim okusom koromač, prije svega, služi za popravljanje neugodnog mirisa i okusa lijekova koji se nerado uzimaju. Koromač ima i važnu profilaktičnu moć. Upotreba koromača kod nas je neophodna, jer mi još uvijek jedemo mnogo graha, kupusa i drugu tešku hranu s mnogo celuloze koja se teško probavlja, i zato izaziva ne baš male tegobe u probavnim organima. Najviše koromača troše proizvođači eteričnih ulja, jer iz godine u godinu raste potrošnja ovog ulja za proizvodnju likera, bombona i drugih poslastica.",hrv
"U Rimskom carstvu su kršćani tijekom tristo godina bilo sustavno proganjani. U to vrijeme su kršćani odbijali bilo kakav oblik nasilja koji je rezultirao usmrćivanjem. Ali, nakon što je Konstantin I. 313. godine službeno dopustio kršćanstvo i ono je 380. godine postalo državnom religijom, provođenje smrtne kazne od strane carstva nije opadalo, već je naprotiv raslo, a crkva je u tome sada aktivno sudjelovala. Rimokatolička crkva opravdavala je smrtnu kaznu protiv pogana. Istočno Rimsko carstvo od osmog stoljeća postupno je reduciralo provođenje smrtne kazne i zamjenjivalo kaznama poput odsijecanja noseva i ušiju da bi na taj način proveli jednu vrstu pedagoškog utjecaja na populaciju.U kasnijem srednjem vijeku, kada su postupno sve više bili ugroženi moć, položaj i monopol pape, careva i plemstva rasla je i učestalost smaknuća i njihova okrutnost. Tome su najviše pridonjeli lov na vještice te inkvizicija. Tek u 18. stoljeću razvila se opozicija smrtnoj kazni, a tome je znatno doprinjeo i talijanski književnik Cesare Becaria sa svojim djelom O zločinima i kaznama u kojem je isticao da je važno prevenirati zločine putem učinkovitog pravnog sustava te dobrih zakona. Francuska revolucija je također uvelike doprinjela razvoju ljudskih prava i sloboda. U 19. i 20. stoljeću sve više filozofa i književnika zalaže se za ukidanje smrtne kazne. Formiraju se različite međunarodne organizacije kao Ujedinjeni narodi za održavanje mira i sigurnosti u svijetu, širenje tolerancije i promicanje poštivanja ljudskih prava i osnovnih sloboda čovjeka te mnoge nevladine organizacije koje obavljaju djelatnosti od javnog interesa odnosno djeluje za opće dobro.U posljednih tisuću godina, ljudsko društvo je jako napredovalo na području tehnologije ali je na psihološkom profilu ostalo gotovo jednako. I danas ljudi provode iste navike, organizacije društva su identične, zabavljaju se na identičan način, a niti način razmišljanja nije se mnogo promijenio. Do kasnog srednjeg vijeka to su bila pojedinačna pogubljenja: razapinjanja, nabijanja na kolac, giljotiranja, spaljivanja na lomači sve dok se u poslijednjih tristotinjak godina nije pribjeglo masovnim pogubljenjima čitavih naroda, poznatim pod nazivom – genocid, koji je bio rezultat ideološke presude raznih politika. Dvadeseto stoljeće će po tome biti posebno zapamćeno.",hrv
"Sezonu 2012/13 Napoli je završio na drugom mjestu Serije A, a 19. maja je objavljeno da Mazzari neće više voditi ekipu Napolija. Istakao je da traži nove izazove u životu.",bos
"Ova ptica dostiže visinu i do 1,2 m i ima duge ružičaste noge slične rodinim, a raspon krila je 2,1 m. Težina 3,4-4,2 kg. Dugo i pri vrhu crno ukrasno perje na njenom potiljku liči na pera za pisanje koja su koristili činovnici u XIX stoljeću - otuda njen naziv.",hrv
"Hadži-Mustafa Muhibbi-efendija, kadija, pisac i bibliofil (u. 1854.), živio je u Sarajevu u drugoj polovini 18. i drugoj polovini 19. vijueka. U dva-tri navrata bio je naib (kadija) sarajevski što je najviši sudski položaj u Bosni i Hercegovinu u osmanskog doba. Bavio se poezijom na turskom, manje na arapskom i perzijskom jeziku. Imao je jednu od najbogatijih orijentalnih biblioteka u BiH. Ta se zbirka danas čuva u Nacionalnoj i sveučilišnoj knjižnici u Zagrebu. Nadživjela su ga dvojica sinova, od kojih je Jusuf Sidki-efendija bio glavni sekretar sarajevske sudnice i, od 1878. godine sarajevski kadija. Muhibbijev unuk Mustafa Hilmi-efendija Muhibić bio je prvi urednik Bošnjaka i tajnik Zemaljske vlade u Sarajevu. Muhibbi je ukopan u haremu džamije u Džininom sokaku u Sarajevu. Nad mezarom mu i danas stoji kameni nišan sa tarihom na turskom jeziku.",bos
"Ексцентрицитет орбите износи 0,067, инклинација (нагиб) орбите у односу на раван еклиптике 11,528 степени, а орбитални период износи 2052,080 дана (5,618 година). Апсолутна магнитуда астероида је 11,80 а геометријски албедо 0,040.",srp
"Centralni nervni sistem ima i limfne sudove, kao što su otkrili istraživači sa Univerziteta Virgina. Potraga za izlazom T-ćelija iz moždanih ovojnica otkrila je da aktivni limfni sudovi oblagažu duralni sinus, koji je anatomski integriran u membranu oko mozga.",bos
"Indijanci Natchitoches pripadaju u Jugoistočne ratare, što je tipično i ostalim Caddoan i Muskhogean plemenima. Neki njihovi rituali zahtijevali su i primošenje ljudskih žrtava, tipično Caddoan plemnima, ali i nizu sjedilačkih ratarskih zajednica kao što su plemena Wa i Naga.",hrv
"Град такође име највећу луку на источном Медитерану. Намера је да лука постане главна повезница за даља путовања усмерена ка Сирији, Јордану, Ираку и земљама Залива (Заливске земље).",srp
"Mazzari je potpisao dvogodišnji ugovor vrijedan 3,5 miliona eura, a prije potpisa je dobio obećanje od predsjednika Morattija da će investirati u ekipu prije sezone 2013/14.",bos
"Ребус је врста енигматског задатка у ком се представљају слике или цртежи чија имена чине дијелове рјешења. Рјешење ребуса може да буде само једна ријеч, или цијела реченица, или израз.",srp
"Vede (sanskrt za znanje) su najstarije svete staroindijske knjige, i najstariji hinduistički sveti tekstovi (poezija, filozofski dijalozi, mitovi i ritualni napjevi) koje su sastavili Arijci prije oko 3.500 godina. One su se stoljećima prenosile usmenom predajom i konačno redigirane koncem 6. stoljeća prije Krista. Osim stihova i tekstova, sadrže i pravila pokreta, himne, molitve i poeziju. Hinduisti ga drže za osnovni izvor znanja i svetih osnova njihove vjere, ali su također i jedan od najstarijih oblika žive kulturne baštine na svijetu. Zbog toga je tradicija vedskog pjevanja upisana na UNESCO-v Popis nematerijalne svjetske baštine u Aziji i Oceaniji 2008. godine.",hrv
"повремено праћење догађаја који су се одражавали и на Школу (ратови, смене владе и министара просвете, промене у систему образовања, прилике у селу, смене вођења општине и школског одбора...)",srp
"Glavno djelo iz područja bošnjačke epike napisao je u zajednici sa Marinom Rojc-Čolaković: ""Mrtva glava jezik progovara"" (Almanah: Podgorica, 2004, 670 stranica). Ova knjiga, napisana na engleskom i bosanskom, sadrži epiku Avda Međedovića i Murata Kurtagića.",bos
"1999. — НАТО прекинуо бомбародвање Југославије пошто су се прве јединице Војске Југославије, на основу Кумановског споразума потписаног претходног дана у Куманову, повукле са Космета. Председник Југославије Слободан Милошевић саопштио да је током агресије НАТО на Југославију погинуло 462 припадника ВЈ и 114 полицајаца.",srp
"Leopard 2 je njemački glavni borbeni tenk kojeg je razvila njemačka firma Krauss-Maffei Wegmann. Tenk je razvijen 1970. godine s ciljem da zamijeni stariji Leopard 1 tenk, a u serijsku proizvodnju je ušao 1979. godine. Osim Njemačke vojske ovaj tenk danas koristi još više od 10 zemalja u svijetu, pored toga Leopard 2 se smatra standardnim tenkom NATO-a i često se uzima kao primjer za komparaciju s drugim modernim tenkovima. Također pozitivna strana tenka je ta što nudi široke mogućnosti nadogradnje i modernizacije, a njegova najnovija verzija Leopard 2A6 danas se smatra najboljim evropskim tenkom i trećim najboljim tenkom svijeta.",bos
"1883. godine firma Louisville and Nashville Railroad, gradi prugu, sa odvojkom koji prolazi koroz grad, te spaja gradove Louisville, KY i Knoxville, TE.",bos
"1679. - ""... трљај их од горе на доле, никако обратно, кружне делове трљај кружним покретима, не другачије, и немој никако за то користити креду, песак или со""",srp
"Klub je osnovan kao Sporting Club Lecce 1908. godine, a sadašnje ime nosi od 1927. U najvišem razredu talijanskog nogometa, po prvi put su nastupili u sezone 1985./86., te su od tada nekoliko puta ispadali u Serie B, i opet se vraćali u Serie A. Najveći uspjesi su tri naslova prvaka Serie C, te jedan Serie B. Svoje domaće utakmice igraju na stadionu Via del Mare, te nastupaju u crveno-žutim dresovima.",hrv
"U 1992. objavila je, u izdavačkoj kući Warner Music Canada, prvi vlastiti album ""World Love"". U istoj godini nominirana je dvaput za Juno Award (pjesme ""World Love"" i ""Love Vibe"") kao i za Canadian Music Video Award (video ""Love Vibe""). Nakon njenog drugog albuma pojavljuje se kao prateći vokal R. Kellya i Celine Dion .",bos
"Autor je preko 300 znanstvenih i stručnih radova, od kojih oko 20 objavljenih u inozemstvu te knjiga iz područja javnih i poslovnih financija te društvenih djelatnosti i stanovanja.",hrv
"Рођен је 17. маја 1950. године у Крагујевцу. Основну школу завршио је у Ваљеву, а средњу Електротехничку школу „Никола Тесла” у Београду. Своје прво сликарско искуство стекао је у Никшићу на Вишој педагошкој академији у класи професора Николе Гвозденовића. После завршене прве године бива примљен на Ликовну академију у Београду, сликрски одсек, на којој је дипломирао 1977. године у класи професора Младена Србиновића.",srp
"Inačice ovog vozila nisu poznate, ali Komatsu LAV može biti naoružan sa Sumitomo M249 LMG ili Sumitomo M2HB 12,7 mm strojnicom. Može se montirati i Tip 01 LMAT ili Kawasaki Type 87 protutenkovske rakete za protuoklopnu borbu. Uz klasično naoružanje, postavljaju se i dva bacača dimnih granata na stražnji dio vozila.",hrv
Indonezija je sklopila dogovor s Njemačkom o kupoprodaji 103 tenka zajedno sa 4 Büffel inženjerska vozila i 3 Leopard 2L lansirna mosta. Ovaj dogovor uključuje 50 oklopnih vozila Marder. Oko 63 Leoparda 2A4 će biti nadograđeno na Revolution standard.,bos
"U kasnom dijelu Drugog svjetskog rata, jezero je korišteno za pripravku talijanskih ratnih brodova koji su predani saveznicima, uključujući brodove Vittorio Veneto i Italia. 14. veljače 1945., na Velikom jezeru američki predsjednik Franklin D. Roosevelt, nakon konferencije u Jalti, sastao se na ratnoj krstarici USS Quincy sa saudijskim kraljem Abdul Azizom.",hrv
"U prisustvu beskonkurentnog inhibitora, pojavni afinitet enzima je ekvivalentan sa aktuelnim afinitetom. U smislu Mihaelis-Mentenove kinetike, Kmapp = Km. Ovo se može smatrati posledicom Le Šateljeovog principa, zato što se inhibitor vezuje za enzim i za enzim-supstrat kompleks jednakom jačinom tako da se održava ravnoteža. Međutim, pošto je konvertovanje supstrata u produkt dela enzima uvek onemogućeno, efektivna enzimska koncentracija je snižena.",srp
"Nositelj je odlikovanja koje su mu dodijeli predsjednici Republike u Francuskoj (Legija časti), Hrvatskoj (Red Danice hrvatske), Sloveniji i Italiji.",hrv
"Prije nego što je pjesma objavljena kao singl, plasirala se na top liste u nekolicini država zbog velikog broja digitalnih downloada. Pjesma je najveći uspjeh postigla u Kanadi i Australiji, gdje je dospjela do 3. mjesta na tamošnjim top listama singlova.",hrv
